student,unit_title,assessment,score,score_level,user_unit
972,Unicorn Traits and Reproduction,post,83.22854950247613,4,972 Unicorn Traits and Reproduction
973,Unicorn Traits and Reproduction,post,83.25484996609809,4,973 Unicorn Traits and Reproduction
974,Unicorn Traits and Reproduction,post,71.81974005033325,3,974 Unicorn Traits and Reproduction
975,Unicorn Traits and Reproduction,post,97.15506050031382,4,975 Unicorn Traits and Reproduction
976,Unicorn Traits and Reproduction,post,73.8940480250093,3,976 Unicorn Traits and Reproduction
977,Unicorn Traits and Reproduction,post,67.37783072607549,3,977 Unicorn Traits and Reproduction
978,Unicorn Traits and Reproduction,post,54.61410871928157,2,978 Unicorn Traits and Reproduction
979,Unicorn Traits and Reproduction,post,74.4446048426153,3,979 Unicorn Traits and Reproduction
980,Unicorn Traits and Reproduction,post,81.1285666053826,4,980 Unicorn Traits and Reproduction
981,Unicorn Traits and Reproduction,post,95.83542676475977,4,981 Unicorn Traits and Reproduction
982,Unicorn Traits and Reproduction,post,89.94583008902578,4,982 Unicorn Traits and Reproduction
983,Unicorn Traits and Reproduction,post,69.14814236064763,3,983 Unicorn Traits and Reproduction
984,Unicorn Traits and Reproduction,post,73.29648440169612,3,984 Unicorn Traits and Reproduction
985,Unicorn Traits and Reproduction,post,91.53639816597696,4,985 Unicorn Traits and Reproduction
986,Unicorn Traits and Reproduction,post,93.79667849193811,4,986 Unicorn Traits and Reproduction
987,Unicorn Traits and Reproduction,post,95.68895862462807,4,987 Unicorn Traits and Reproduction
988,Unicorn Traits and Reproduction,post,89.92426749794775,4,988 Unicorn Traits and Reproduction
989,Unicorn Traits and Reproduction,post,89.42792649566164,4,989 Unicorn Traits and Reproduction
990,Unicorn Traits and Reproduction,post,94.29150558335839,4,990 Unicorn Traits and Reproduction
991,Unicorn Traits and Reproduction,post,99.54960766985603,4,991 Unicorn Traits and Reproduction
992,Unicorn Traits and Reproduction,post,80.12566585476263,4,992 Unicorn Traits and Reproduction
993,Unicorn Traits and Reproduction,post,93.47580984538214,4,993 Unicorn Traits and Reproduction
994,Unicorn Traits and Reproduction,post,91.54526198190615,4,994 Unicorn Traits and Reproduction
995,Unicorn Traits and Reproduction,post,76.93105475248075,3,995 Unicorn Traits and Reproduction
996,Unicorn Traits and Reproduction,post,86.00764257029067,4,996 Unicorn Traits and Reproduction
997,Unicorn Traits and Reproduction,post,61.61402426421297,3,997 Unicorn Traits and Reproduction
998,Unicorn Traits and Reproduction,post,94.5704819501421,4,998 Unicorn Traits and Reproduction
1000,Unicorn Traits and Reproduction,post,75.93094865322395,3,1000 Unicorn Traits and Reproduction
1,Potions,post,85.22040276690983,4,1 Potions
2,Potions,post,71.3888205346815,3,2 Potions
3,Potions,post,63.9337085033621,3,3 Potions
4,Potions,post,64.08340210788852,3,4 Potions
5,Potions,post,88.42587735886822,4,5 Potions
6,Potions,post,63.83971811609181,3,6 Potions
7,Potions,post,49.803320291501834,2,7 Potions
8,Potions,post,66.03155138871882,3,8 Potions
9,Potions,post,66.03711547616565,3,9 Potions
10,Potions,post,78.15421381740454,3,10 Potions
11,Potions,post,64.05495607050314,3,11 Potions
12,Potions,post,62.1242363309848,3,12 Potions
13,Potions,post,67.54529233478866,3,13 Potions
14,Potions,post,60.9780327444464,3,14 Potions
15,Potions,post,77.30278686681757,3,15 Potions
16,Potions,post,79.23259378380367,3,16 Potions
17,Potions,post,79.4670909962926,3,17 Potions
18,Potions,post,77.44025851391665,3,18 Potions
19,Potions,post,75.59013733755592,3,19 Potions
20,Potions,post,74.09142991806524,3,20 Potions
21,Potions,post,58.43848476726618,2,21 Potions
22,Potions,post,57.19844863626781,2,22 Potions
23,Potions,post,66.88292488730683,3,23 Potions
24,Potions,post,37.24920714524277,1,24 Potions
25,Potions,post,70.7042484277485,3,25 Potions
26,Potions,post,63.73222696136463,3,26 Potions
27,Potions,post,66.09196604176633,3,27 Potions
28,Potions,post,82.91540664125468,4,28 Potions
29,Potions,post,75.41049273327639,3,29 Potions
30,Potions,post,63.06885689451175,3,30 Potions
31,Potions,post,69.17509085829853,3,31 Potions
32,Potions,post,65.72423149212392,3,32 Potions
33,Potions,post,33.247682353715064,1,33 Potions
34,Potions,post,70.55726481740993,3,34 Potions
35,Potions,post,75.26687688797826,3,35 Potions
36,Potions,post,74.8677876637193,3,36 Potions
37,Potions,post,77.22427379867341,3,37 Potions
38,Potions,post,90.31874006376748,4,38 Potions
39,Potions,post,73.11294572185659,3,39 Potions
40,Potions,post,73.08780055286512,3,40 Potions
41,Potions,post,68.15628089880528,3,41 Potions
42,Potions,post,71.99710817823015,3,42 Potions
43,Potions,post,76.4853738296481,3,43 Potions
44,Potions,post,82.87961179930294,4,44 Potions
45,Potions,post,49.99501148118709,2,45 Potions
46,Potions,post,70.08328451794652,3,46 Potions
47,Potions,post,75.45008402649472,3,47 Potions
49,Potions,post,68.70913450743677,3,49 Potions
50,Potions,post,61.00491609446952,3,50 Potions
51,Potions,post,77.89838615259139,3,51 Potions
52,Potions,post,64.72548795860854,3,52 Potions
53,Potions,post,63.70163705450551,3,53 Potions
54,Potions,post,39.51422316297166,1,54 Potions
55,Potions,post,71.74796113587342,3,55 Potions
56,Potions,post,72.81962859747752,3,56 Potions
57,Potions,post,77.1958557671513,3,57 Potions
58,Potions,post,60.821066677755,3,58 Potions
59,Potions,post,68.08980216076482,3,59 Potions
60,Potions,post,59.795011454965184,2,60 Potions
61,Potions,post,77.24235926620327,3,61 Potions
62,Potions,post,72.39946396020999,3,62 Potions
63,Potions,post,76.7508055361456,3,63 Potions
64,Potions,post,81.58822010578535,4,64 Potions
65,Potions,post,76.47998018883935,3,65 Potions
66,Potions,post,66.73098590427684,3,66 Potions
67,Potions,post,80.27238700658462,4,67 Potions
68,Potions,post,71.20302643239542,3,68 Potions
69,Potions,post,83.82273821008906,4,69 Potions
70,Potions,post,60.62899258367342,3,70 Potions
71,Potions,post,83.17188518535873,4,71 Potions
72,Potions,post,62.256636830493335,3,72 Potions
73,Potions,post,69.21335794344134,3,73 Potions
74,Potions,post,75.81864846874653,3,74 Potions
75,Potions,post,63.43524775221056,3,75 Potions
76,Potions,post,90.28433305493441,4,76 Potions
77,Potions,post,70.36559324022758,3,77 Potions
78,Potions,post,63.74240527934585,3,78 Potions
79,Potions,post,75.0810005844651,3,79 Potions
80,Potions,post,59.27776454653876,2,80 Potions
81,Potions,post,79.19947049179402,3,81 Potions
82,Potions,post,66.66741032642501,3,82 Potions
83,Potions,post,83.38527788368243,4,83 Potions
84,Potions,post,81.39585220162556,4,84 Potions
85,Potions,post,49.932542733994644,2,85 Potions
86,Potions,post,75.6401938929449,3,86 Potions
87,Potions,post,74.17268417332468,3,87 Potions
88,Potions,post,66.95648679542788,3,88 Potions
89,Potions,post,88.98570434507353,4,89 Potions
90,Potions,post,18.587279734949874,1,90 Potions
91,Potions,post,68.74391078035686,3,91 Potions
92,Potions,post,70.34966275566592,3,92 Potions
93,Potions,post,73.02134845594186,3,93 Potions
94,Potions,post,94.74751179108395,4,94 Potions
95,Potions,post,73.4400387017314,3,95 Potions
96,Potions,post,68.96468239516453,3,96 Potions
97,Potions,post,80.26037816824424,4,97 Potions
98,Potions,post,75.28425835630759,3,98 Potions
99,Potions,post,73.86810987123661,3,99 Potions
100,Potions,post,60.23973508958606,3,100 Potions
101,Potions,post,63.46266750979106,3,101 Potions
102,Potions,post,70.25167873532311,3,102 Potions
103,Potions,post,74.17845970540998,3,103 Potions
104,Potions,post,68.13020455937499,3,104 Potions
105,Potions,post,69.08518472558141,3,105 Potions
106,Potions,post,71.84768753005311,3,106 Potions
107,Potions,post,66.5490576765743,3,107 Potions
108,Potions,post,77.60459784492461,3,108 Potions
109,Potions,post,82.65207648973782,4,109 Potions
110,Potions,post,41.442301427842125,2,110 Potions
111,Potions,post,86.21378507982655,4,111 Potions
112,Potions,post,56.80671736213206,2,112 Potions
113,Potions,post,68.81372657813591,3,113 Potions
114,Potions,post,61.35417899136563,3,114 Potions
115,Potions,post,68.58375519428705,3,115 Potions
116,Potions,post,70.69223295679934,3,116 Potions
117,Potions,post,82.14957429780121,4,117 Potions
118,Potions,post,95.56708096871434,4,118 Potions
119,Potions,post,77.16996144419646,3,119 Potions
120,Potions,post,78.15199872340203,3,120 Potions
121,Potions,post,78.9929879599956,3,121 Potions
122,Potions,post,67.883693125008,3,122 Potions
123,Potions,post,43.06641938688601,2,123 Potions
124,Potions,post,49.96117436660578,2,124 Potions
125,Potions,post,78.485872356684,3,125 Potions
126,Potions,post,69.64913107672484,3,126 Potions
127,Potions,post,63.89875517958997,3,127 Potions
128,Potions,post,48.82968529956031,2,128 Potions
129,Potions,post,80.58425101820936,4,129 Potions
131,Potions,post,78.68401670351142,3,131 Potions
132,Potions,post,67.54062408412835,3,132 Potions
133,Potions,post,70.99166404249434,3,133 Potions
134,Potions,post,70.05652052062916,3,134 Potions
135,Potions,post,37.68034045218341,1,135 Potions
136,Potions,post,60.240600982366786,3,136 Potions
137,Potions,post,70.75173774991403,3,137 Potions
138,Potions,post,87.08605045639082,4,138 Potions
139,Potions,post,74.8615263945927,3,139 Potions
140,Potions,post,72.52003137568511,3,140 Potions
141,Potions,post,79.83537100218028,3,141 Potions
142,Potions,post,62.81296677972307,3,142 Potions
143,Potions,post,75.44972940977155,3,143 Potions
144,Potions,post,30.04138143763928,1,144 Potions
145,Potions,post,82.67831605898246,4,145 Potions
146,Potions,post,73.16024495150198,3,146 Potions
147,Potions,post,57.44597082736003,2,147 Potions
148,Potions,post,57.9006068169117,2,148 Potions
149,Potions,post,78.1669356425634,3,149 Potions
150,Potions,post,71.1900489883615,3,150 Potions
151,Potions,post,70.66236133830213,3,151 Potions
152,Potions,post,70.13284864395139,3,152 Potions
153,Potions,post,52.82829238626828,2,153 Potions
154,Potions,post,92.59153083118349,4,154 Potions
155,Potions,post,60.95070291139016,3,155 Potions
157,Potions,post,77.00374734831898,3,157 Potions
158,Potions,post,82.82516818233415,4,158 Potions
159,Potions,post,67.03607820084257,3,159 Potions
160,Potions,post,69.34046981886632,3,160 Potions
161,Potions,post,68.6251779904186,3,161 Potions
162,Potions,post,76.0305093932612,3,162 Potions
163,Potions,post,83.43890460197056,4,163 Potions
164,Potions,post,49.28893369690214,2,164 Potions
165,Potions,post,87.56633155502675,4,165 Potions
166,Potions,post,68.72207679934013,3,166 Potions
167,Potions,post,80.79151906587205,4,167 Potions
168,Potions,post,64.93359142970718,3,168 Potions
169,Potions,post,60.179830633391774,3,169 Potions
170,Potions,post,76.76687020838236,3,170 Potions
171,Potions,post,73.30335647136,3,171 Potions
172,Potions,post,74.7358287746827,3,172 Potions
173,Potions,post,69.1747604695177,3,173 Potions
174,Potions,post,62.81308073235982,3,174 Potions
175,Potions,post,76.50804894708989,3,175 Potions
176,Potions,post,55.902359432869034,2,176 Potions
177,Potions,post,54.92746003790691,2,177 Potions
178,Potions,post,67.72130402114044,3,178 Potions
179,Potions,post,79.13346435033392,3,179 Potions
180,Potions,post,69.04274156507975,3,180 Potions
181,Potions,post,81.32271373173295,4,181 Potions
182,Potions,post,60.72513452884786,3,182 Potions
183,Potions,post,75.5284081616108,3,183 Potions
184,Potions,post,70.59143724413016,3,184 Potions
185,Potions,post,71.01676336232748,3,185 Potions
187,Potions,post,73.22699243716232,3,187 Potions
188,Potions,post,73.26059226686124,3,188 Potions
189,Potions,post,80.73083157450374,4,189 Potions
190,Potions,post,78.76221139153186,3,190 Potions
191,Potions,post,76.9161506300633,3,191 Potions
192,Potions,post,49.21901647916556,2,192 Potions
193,Potions,post,43.86254533707247,2,193 Potions
194,Potions,post,53.32976913725364,2,194 Potions
195,Potions,post,80.70247606193072,4,195 Potions
196,Potions,post,70.7524001159,3,196 Potions
197,Potions,post,71.48258639823766,3,197 Potions
198,Potions,post,75.44378365852904,3,198 Potions
199,Potions,post,82.00190124935068,4,199 Potions
200,Potions,post,57.77430775781869,2,200 Potions
201,Potions,post,25.847061243435732,1,201 Potions
202,Potions,post,73.97996267877066,3,202 Potions
203,Potions,post,65.55805546906404,3,203 Potions
204,Potions,post,69.53450028844705,3,204 Potions
205,Potions,post,63.84785078484381,3,205 Potions
206,Potions,post,79.47591433409865,3,206 Potions
207,Potions,post,65.8487032897337,3,207 Potions
208,Potions,post,63.214747183978915,3,208 Potions
209,Potions,post,61.376243108816396,3,209 Potions
210,Potions,post,65.98802852241201,3,210 Potions
211,Potions,post,67.21971255665117,3,211 Potions
213,Potions,post,85.45137816003631,4,213 Potions
214,Potions,post,67.76276338976696,3,214 Potions
215,Potions,post,44.65632967659506,2,215 Potions
216,Potions,post,67.20770906534538,3,216 Potions
217,Potions,post,63.43253195914948,3,217 Potions
218,Potions,post,74.79501995309282,3,218 Potions
219,Potions,post,67.01093801053656,3,219 Potions
220,Potions,post,81.51208169516319,4,220 Potions
221,Potions,post,65.86216098592429,3,221 Potions
222,Potions,post,76.70924504712627,3,222 Potions
223,Potions,post,72.22018482577721,3,223 Potions
224,Potions,post,91.36450834574035,4,224 Potions
225,Potions,post,60.160352728807915,3,225 Potions
226,Potions,post,66.89993846859268,3,226 Potions
227,Potions,post,74.57860684288337,3,227 Potions
228,Potions,post,65.51655608203214,3,228 Potions
229,Potions,post,71.8269527308759,3,229 Potions
230,Potions,post,77.44726700491441,3,230 Potions
231,Potions,post,45.32279544977786,2,231 Potions
232,Potions,post,85.8181295913919,4,232 Potions
233,Potions,post,77.5810561653,3,233 Potions
234,Potions,post,62.53588962630572,3,234 Potions
235,Potions,post,71.41772320968929,3,235 Potions
236,Potions,post,78.63030194272649,3,236 Potions
237,Potions,post,69.5707461677132,3,237 Potions
238,Potions,post,84.27401159651095,4,238 Potions
240,Potions,post,59.282639314163745,2,240 Potions
241,Potions,post,84.20304414082827,4,241 Potions
242,Potions,post,55.95229420767893,2,242 Potions
243,Potions,post,72.73363433462063,3,243 Potions
244,Potions,post,58.18661568598252,2,244 Potions
245,Potions,post,73.63624428833297,3,245 Potions
247,Potions,post,73.45532906522637,3,247 Potions
248,Potions,post,66.89091203226775,3,248 Potions
249,Potions,post,87.9269612024878,4,249 Potions
250,Potions,post,62.558803005025354,3,250 Potions
251,Potions,post,79.72523183846491,3,251 Potions
252,Potions,post,64.23374025846675,3,252 Potions
253,Potions,post,80.22767455751833,4,253 Potions
254,Potions,post,79.86702479627893,3,254 Potions
255,Potions,post,70.59277638183993,3,255 Potions
256,Potions,post,82.39980167922965,4,256 Potions
257,Potions,post,69.22604530343229,3,257 Potions
258,Potions,post,65.23429957535735,3,258 Potions
259,Potions,post,76.77323484817671,3,259 Potions
260,Potions,post,58.784202116296754,2,260 Potions
261,Potions,post,96.54952065979548,4,261 Potions
262,Potions,post,67.93964613845206,3,262 Potions
263,Potions,post,71.4262555701389,3,263 Potions
264,Potions,post,56.890854418288754,2,264 Potions
265,Potions,post,81.50694616543942,4,265 Potions
266,Potions,post,67.78925707221924,3,266 Potions
267,Potions,post,87.37426852933885,4,267 Potions
268,Potions,post,72.18909307632862,3,268 Potions
269,Potions,post,72.76496933007074,3,269 Potions
270,Potions,post,76.8803655367191,3,270 Potions
271,Potions,post,73.88876183530903,3,271 Potions
272,Potions,post,63.34393528636089,3,272 Potions
273,Potions,post,78.08711963742174,3,273 Potions
274,Potions,post,75.03298595420598,3,274 Potions
275,Potions,post,64.93595159517915,3,275 Potions
276,Potions,post,72.23920875585469,3,276 Potions
277,Potions,post,68.31411699240985,3,277 Potions
278,Potions,post,68.68100163120322,3,278 Potions
279,Potions,post,75.09045501058584,3,279 Potions
280,Potions,post,80.46290613469789,4,280 Potions
281,Potions,post,82.2813273810791,4,281 Potions
282,Potions,post,88.79209512665018,4,282 Potions
283,Potions,post,70.33626353735696,3,283 Potions
284,Potions,post,76.09784689725586,3,284 Potions
285,Potions,post,88.86751607277918,4,285 Potions
286,Potions,post,73.08982942669493,3,286 Potions
287,Potions,post,11.371456986030537,1,287 Potions
288,Potions,post,80.972716251259,4,288 Potions
289,Potions,post,68.7284310848491,3,289 Potions
290,Potions,post,75.14815481832679,3,290 Potions
291,Potions,post,73.02546083282063,3,291 Potions
292,Potions,post,81.79581739787788,4,292 Potions
293,Potions,post,81.36892300484553,4,293 Potions
294,Potions,post,60.97306979629261,3,294 Potions
295,Potions,post,76.60893323180656,3,295 Potions
296,Potions,post,64.49470842974371,3,296 Potions
297,Potions,post,52.1286712133234,2,297 Potions
298,Potions,post,52.62580484265897,2,298 Potions
299,Potions,post,78.87066932296813,3,299 Potions
300,Potions,post,71.23779661079595,3,300 Potions
301,Potions,post,78.2535773481957,3,301 Potions
302,Potions,post,72.42027796018519,3,302 Potions
303,Potions,post,73.9174298483761,3,303 Potions
304,Potions,post,76.38474112218644,3,304 Potions
305,Potions,post,65.99464377083325,3,305 Potions
306,Potions,post,76.67400384659683,3,306 Potions
307,Potions,post,73.72587695199506,3,307 Potions
308,Potions,post,75.42450915857664,3,308 Potions
309,Potions,post,43.51781494743315,2,309 Potions
310,Potions,post,67.06002080058175,3,310 Potions
311,Potions,post,51.03266302366139,2,311 Potions
312,Potions,post,55.52713512203131,2,312 Potions
313,Potions,post,74.96639649215604,3,313 Potions
314,Potions,post,77.7141930825772,3,314 Potions
315,Potions,post,70.41541756868287,3,315 Potions
316,Potions,post,72.84992413711726,3,316 Potions
317,Potions,post,73.26369747265556,3,317 Potions
318,Potions,post,73.1921818793865,3,318 Potions
319,Potions,post,71.53652920872504,3,319 Potions
320,Potions,post,74.40786631755611,3,320 Potions
321,Potions,post,94.72758726181263,4,321 Potions
322,Potions,post,74.4931712132937,3,322 Potions
323,Potions,post,68.68901314883772,3,323 Potions
324,Potions,post,88.58831292963986,4,324 Potions
325,Potions,post,68.59024780027367,3,325 Potions
326,Potions,post,68.44360039591481,3,326 Potions
327,Potions,post,80.78058421726458,4,327 Potions
328,Potions,post,79.45115349562629,3,328 Potions
329,Potions,post,71.60760722076655,3,329 Potions
330,Potions,post,74.17312357610214,3,330 Potions
331,Potions,post,71.43150172651927,3,331 Potions
332,Potions,post,90.69870211218904,4,332 Potions
333,Potions,post,83.80181994821521,4,333 Potions
334,Potions,post,56.01698563754324,2,334 Potions
335,Potions,post,52.150929782642265,2,335 Potions
336,Potions,post,72.02599864908743,3,336 Potions
337,Potions,post,73.967190538298,3,337 Potions
338,Potions,post,76.0048199676952,3,338 Potions
339,Potions,post,78.03743253648116,3,339 Potions
340,Potions,post,70.03834262606662,3,340 Potions
341,Potions,post,67.11481566342462,3,341 Potions
342,Potions,post,71.4646686301353,3,342 Potions
343,Potions,post,76.01756498552068,3,343 Potions
344,Potions,post,84.31785391904013,4,344 Potions
345,Potions,post,71.85093160273898,3,345 Potions
346,Potions,post,73.09023496250205,3,346 Potions
347,Potions,post,55.90028209670916,2,347 Potions
348,Potions,post,74.99142312889285,3,348 Potions
349,Potions,post,44.438412696683706,2,349 Potions
350,Potions,post,68.7559230051704,3,350 Potions
352,Potions,post,86.30991107306563,4,352 Potions
353,Potions,post,72.08508257436992,3,353 Potions
354,Potions,post,89.04172121122413,4,354 Potions
355,Potions,post,88.3539678595968,4,355 Potions
356,Potions,post,66.543197924466,3,356 Potions
357,Potions,post,70.07938512322912,3,357 Potions
358,Potions,post,82.50578117225768,4,358 Potions
359,Potions,post,84.14893575339428,4,359 Potions
360,Potions,post,61.84473261631264,3,360 Potions
361,Potions,post,64.42840664552999,3,361 Potions
362,Potions,post,61.841133895117636,3,362 Potions
363,Potions,post,81.80837074364254,4,363 Potions
364,Potions,post,74.13856493006328,3,364 Potions
365,Potions,post,72.8819418980674,3,365 Potions
366,Potions,post,81.671212888228,4,366 Potions
367,Potions,post,80.63857400010814,4,367 Potions
368,Potions,post,76.65432359508354,3,368 Potions
369,Potions,post,83.51701535092994,4,369 Potions
370,Potions,post,75.61122155739181,3,370 Potions
371,Potions,post,51.903246774967904,2,371 Potions
372,Potions,post,65.6820650891361,3,372 Potions
373,Potions,post,52.14206493839423,2,373 Potions
374,Potions,post,55.90000528861161,2,374 Potions
376,Potions,post,65.79721597549324,3,376 Potions
377,Potions,post,72.45867782473837,3,377 Potions
378,Potions,post,32.86251841488533,1,378 Potions
379,Potions,post,67.8656369202904,3,379 Potions
380,Potions,post,77.59539864457604,3,380 Potions
381,Potions,post,68.76783487010343,3,381 Potions
383,Potions,post,63.06773436578601,3,383 Potions
384,Potions,post,65.23552021056511,3,384 Potions
385,Potions,post,68.84490079502783,3,385 Potions
386,Potions,post,75.52920728541116,3,386 Potions
387,Potions,post,75.34763686378326,3,387 Potions
388,Potions,post,73.17467674145067,3,388 Potions
389,Potions,post,70.54289470847492,3,389 Potions
390,Potions,post,82.27014779847084,4,390 Potions
391,Potions,post,72.81933628227809,3,391 Potions
392,Potions,post,80.94130655415132,4,392 Potions
393,Potions,post,55.82587066087443,2,393 Potions
394,Potions,post,50.06626231946498,2,394 Potions
395,Potions,post,78.41529916214388,3,395 Potions
396,Potions,post,69.5079159235791,3,396 Potions
397,Potions,post,70.17205964748611,3,397 Potions
398,Potions,post,68.23410041565472,3,398 Potions
399,Potions,post,64.01886920735677,3,399 Potions
400,Potions,post,88.46488009783728,4,400 Potions
401,Potions,post,77.30785609109007,3,401 Potions
402,Potions,post,54.33491350190099,2,402 Potions
403,Potions,post,63.25664835583944,3,403 Potions
404,Potions,post,72.40339121323558,3,404 Potions
405,Potions,post,76.73186278652221,3,405 Potions
406,Potions,post,82.50576498895825,4,406 Potions
407,Potions,post,71.70683149944017,3,407 Potions
408,Potions,post,64.60809138489253,3,408 Potions
409,Potions,post,59.15909686160761,2,409 Potions
410,Potions,post,75.05630034304009,3,410 Potions
411,Potions,post,68.7762918995131,3,411 Potions
412,Potions,post,58.32611301942262,2,412 Potions
413,Potions,post,75.38823385445127,3,413 Potions
414,Potions,post,76.56684117253123,3,414 Potions
415,Potions,post,73.00524564151627,3,415 Potions
416,Potions,post,51.58717143976716,2,416 Potions
417,Potions,post,47.2623836587717,2,417 Potions
418,Potions,post,62.08841076935495,3,418 Potions
419,Potions,post,73.76488231629101,3,419 Potions
420,Potions,post,76.83912554711901,3,420 Potions
421,Potions,post,80.27529309953258,4,421 Potions
422,Potions,post,70.89083210771126,3,422 Potions
423,Potions,post,84.02679421465719,4,423 Potions
424,Potions,post,62.97728318850643,3,424 Potions
425,Potions,post,82.8576763020646,4,425 Potions
426,Potions,post,89.82028603331808,4,426 Potions
427,Potions,post,63.71349610733739,3,427 Potions
428,Potions,post,67.99809255258992,3,428 Potions
429,Potions,post,69.52360815292336,3,429 Potions
430,Potions,post,81.63650250234711,4,430 Potions
431,Potions,post,31.591952693570157,1,431 Potions
432,Potions,post,65.58862388741105,3,432 Potions
433,Potions,post,51.19982515010831,2,433 Potions
434,Potions,post,70.22474773333812,3,434 Potions
435,Potions,post,92.09100820371876,4,435 Potions
436,Potions,post,77.62375449692135,3,436 Potions
437,Potions,post,72.76275660870522,3,437 Potions
438,Potions,post,69.477738215392307,3,438 Potions
439,Potions,post,64.16599725955155,3,439 Potions
440,Potions,post,62.69958653248955,3,440 Potions
442,Potions,post,68.51270779286295,3,442 Potions
443,Potions,post,81.27975544804978,4,443 Potions
444,Potions,post,53.9965566062427,2,444 Potions
445,Potions,post,78.84106891959426,3,445 Potions
447,Potions,post,73.41134763314935,3,447 Potions
448,Potions,post,72.13603269337278,3,448 Potions
449,Potions,post,76.59909798560894,3,449 Potions
450,Potions,post,81.63111417683446,4,450 Potions
451,Potions,post,66.82256565960759,3,451 Potions
452,Potions,post,59.79143026965325,2,452 Potions
453,Potions,post,73.6853988678572,3,453 Potions
454,Potions,post,64.93496893232353,3,454 Potions
455,Potions,post,65.61811308581972,3,455 Potions
456,Potions,post,73.88263401284817,3,456 Potions
457,Potions,post,71.73946262513813,3,457 Potions
458,Potions,post,75.92747784036942,3,458 Potions
459,Potions,post,72.57185651383395,3,459 Potions
460,Potions,post,75.75622804814105,3,460 Potions
461,Potions,post,71.896504944605,3,461 Potions
462,Potions,post,83.55884803536004,4,462 Potions
463,Potions,post,71.082826821086,3,463 Potions
464,Potions,post,59.326800223200664,2,464 Potions
465,Potions,post,88.05048405844543,4,465 Potions
466,Potions,post,70.8012294160854,3,466 Potions
467,Potions,post,68.51151813467301,3,467 Potions
468,Potions,post,75.90208865777255,3,468 Potions
469,Potions,post,73.98071435260059,3,469 Potions
470,Potions,post,73.83098062319716,3,470 Potions
471,Potions,post,83.2414878799948,4,471 Potions
472,Potions,post,73.87352072541269,3,472 Potions
473,Potions,post,61.39994417155677,3,473 Potions
474,Potions,post,66.03018477239071,3,474 Potions
475,Potions,post,42.07180235847609,2,475 Potions
476,Potions,post,97.25208057106407,4,476 Potions
477,Potions,post,73.58641851701776,3,477 Potions
478,Potions,post,55.550190091571956,2,478 Potions
479,Potions,post,62.55667002543377,3,479 Potions
480,Potions,post,74.58074299138713,3,480 Potions
481,Potions,post,60.58034752236351,3,481 Potions
482,Potions,post,75.43547352090954,3,482 Potions
483,Potions,post,86.31278233656721,4,483 Potions
484,Potions,post,83.93610495305063,4,484 Potions
485,Potions,post,76.61410956905664,3,485 Potions
486,Potions,post,68.10173898783837,3,486 Potions
487,Potions,post,79.30770841538876,3,487 Potions
488,Potions,post,60.674824175959245,3,488 Potions
489,Potions,post,77.73105514907326,3,489 Potions
490,Potions,post,31.607468792519946,1,490 Potions
491,Potions,post,70.20013340421433,3,491 Potions
492,Potions,post,84.09245501373302,4,492 Potions
493,Potions,post,67.89941847746952,3,493 Potions
494,Potions,post,80.235377116085985,4,494 Potions
496,Potions,post,53.84759287436289,2,496 Potions
497,Potions,post,66.1458315452001,3,497 Potions
498,Potions,post,76.25855158611652,3,498 Potions
499,Potions,post,49.860526473938194,2,499 Potions
500,Potions,post,68.84120118116371,3,500 Potions
501,Potions,post,71.46886211428112,3,501 Potions
502,Potions,post,72.420432351964,3,502 Potions
503,Potions,post,66.53882114932192,3,503 Potions
504,Potions,post,86.55158609694453,4,504 Potions
505,Potions,post,74.65587262576949,3,505 Potions
506,Potions,post,54.42783377465264,2,506 Potions
507,Potions,post,83.26114453114424,4,507 Potions
508,Potions,post,77.58936601342279,3,508 Potions
509,Potions,post,61.695890463840904,3,509 Potions
510,Potions,post,77.91949778384608,3,510 Potions
511,Potions,post,73.50233997688288,3,511 Potions
512,Potions,post,69.84922422507866,3,512 Potions
513,Potions,post,67.91736654778589,3,513 Potions
514,Potions,post,75.86441532048238,3,514 Potions
515,Potions,post,66.88444762301398,3,515 Potions
516,Potions,post,63.79064402250761,3,516 Potions
517,Potions,post,76.74764933048138,3,517 Potions
518,Potions,post,63.51493257374257,3,518 Potions
519,Potions,post,85.17242808089021,4,519 Potions
520,Potions,post,72.94131562853369,3,520 Potions
521,Potions,post,68.8991020353377,3,521 Potions
522,Potions,post,83.63103217982969,4,522 Potions
523,Potions,post,70.08769222060042,3,523 Potions
524,Potions,post,71.86879346882013,3,524 Potions
525,Potions,post,56.048242113793236,2,525 Potions
526,Potions,post,79.24557944420125,3,526 Potions
527,Potions,post,79.45615540221054,3,527 Potions
528,Potions,post,74.06209577419841,3,528 Potions
529,Potions,post,71.53818837727317,3,529 Potions
530,Potions,post,77.08816530653016,3,530 Potions
531,Potions,post,93.01166853811034,4,531 Potions
532,Potions,post,79.83556075941216,3,532 Potions
533,Potions,post,55.06916070680444,2,533 Potions
534,Potions,post,65.2911263599454,3,534 Potions
535,Potions,post,74.798594507871,3,535 Potions
536,Potions,post,70.0673790467356,3,536 Potions
537,Potions,post,63.19489271481483,3,537 Potions
538,Potions,post,74.83545253051079,3,538 Potions
539,Potions,post,62.9994071274164,3,539 Potions
540,Potions,post,62.752160727159065,3,540 Potions
541,Potions,post,96.82802945798264,4,541 Potions
542,Potions,post,68.01139467010894,3,542 Potions
